budgetline,fmsnumber,managingagency,projectid,description,costdescription,citycost,noncitycost,plancommdate
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",CONS,"",7200,0,06/19
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",IFSP,"",360,0,06/19
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",CTGY,"",720,0,06/19
C-75,072 202,072,C75AMKCEL,"AMKC New Elevator Replacement at K Dorm",CONS,"",1009,0,06/17
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",DSGN,"",1000,0,06/17
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",IFDS,"",100,0,06/17
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CONS,"",4500,0,06/18
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",IFSP,"",50,0,06/18
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CTGY,"",50,0,06/18
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CONS,"",4500,0,06/19
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",IFSP,"",50,0,06/19
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CTGY,"",50,0,06/19
C-75,072 202,072,C75AMKCMD,"AMKC CLINIC RECONSTRUCTION",CONS,"",41,0,06/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",DSGN,"",200,0,07/16
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",CONS,"",1800,0,01/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",EQFN,"",150,0,02/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",IFDS,"",10,0,07/16
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",CTGY,"",10,0,07/16
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",IFSP,"",20,0,01/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",CTGY,"",20,0,01/17
C-75,072 202,072,C75AMWCON,"AMKC WEST MOD 17, 18, 19 CONTROL ROOMS",DSGN,"",573,0,06/17
C-75,072 202,072,C75AMWCON,"AMKC WEST MOD 17, 18, 19 CONTROL ROOMS",CONS,"",5159,0,06/18
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",2781,0,07/16
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",800,0,07/17
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",455,0,06/19
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",568,0,07/20
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",IFSP,"",40,0,07/16
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CTGY,"",40,0,07/16
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",IFSP,"",45,0,06/19
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CTGY,"",45,0,06/19
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",978,0,06/24
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",1235,0,07/24
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",1597,0,07/25
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",2114,0,07/26
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",DSGN,"",365,0,06/17
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",CONS,"",3285,0,06/18
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",IFDS,"",37,0,06/17
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",IFSP,"",328,0,06/18
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",CTGY,"",37,0,06/17
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",CTGY,"",328,0,06/18
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",DSGN,"",1525,0,06/17
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",CONS,"",13718,0,06/19
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",IFDS,"",153,0,06/17
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",IFSP,"",138,0,06/19
C-75,072 202,072,C75BKDRF,"BKDC ROOF REPLACEMENT - INTAKE, RAILING & WINDOWS",CONS,"",1577,0,06/17
C-75,072 202,072,C75BKDRF,"BKDC ROOF REPLACEMENT - INTAKE, RAILING & WINDOWS",IFSP,"",76,0,06/17
C-75,072 202,072,C75BKFCDE,"BKDC Facade - New Facade Roof Expansion of Court Yard",CONS,"",1437,0,06/17
C-75,072 202,072,C75BKFCDE,"BKDC Facade - New Facade Roof Expansion of Court Yard",IFSP,"",30,0,06/17
C-75,072 202,072,C75BKFCDE,"BKDC Facade - New Facade Roof Expansion of Court Yard",CTGY,"",30,0,06/17
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",DSGN,"",4419,0,06/18
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",CONS,"",39770,0,06/19
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",IFDS,"",300,0,06/17
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",IFSP,"",50,0,06/19
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",CTGY,"",441,0,06/17
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",CTGY,"",100,0,06/19
C-75,072 202,072,C75BKTUN,"BKDC UNDERGROUND TUNNEL",CONS,"",4742,0,07/16
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",DSGN,"",350,0,06/17
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",CONS,"",3150,0,06/18
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",IFDS,"",35,0,05/17
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",IFSP,"",315,0,05/18
C-75,072 202,072,C75BLCLR,"Build Office Space at Bulova for DOC Staff",CONS,"",2000,0,06/17
C-75,072 202,072,C75BLCLR,"Build Office Space at Bulova for DOC Staff",IFSP,"",200,0,06/17
C-75,072 202,072,C75BLCLR,"Build Office Space at Bulova for DOC Staff",CTGY,"",50,0,06/17
C-75,072 202,072,C75BLQDC,"QDC New Boiler Installation",CONS,"",9,0,06/17
C-75,072 202,072,C75CAMSUP,"INFRASTRUCTURE FOR CAMERA INSTALLATION",IFDS,"",60,0,12/16
C-75,072 202,072,C75CAMSUP,"INFRASTRUCTURE FOR CAMERA INSTALLATION",IFSP,"",350,0,06/17
C-75,072 202,072,C75CAMSUP,"INFRASTRUCTURE FOR CAMERA INSTALLATION",CONS,"",6642,0,07/16
C-75,072 202,072,C75CELLD,"Electronic Cell Door Panels at All Facilities",CTGY,"",600,0,06/18
C-75,072 202,072,C75CELLD,"Electronic Cell Door Panels at All Facilities",CONS,"",6000,0,06/17
C-75,072 202,072,C75CELLD,"Electronic Cell Door Panels at All Facilities",IFSP,"",300,0,06/17
C-75,072 202,072,C75CHLPNT,"NIC AMKC CHILLER PLANT",CONS,"",98,0,06/17
C-75,072 202,072,C75CHLPNT,"NIC AMKC CHILLER PLANT",CTGY,"",9,0,06/17
C-75,072 202,072,C75COMBI,"Replacement of Food Service Equipment - Combi Ovens",EQFN,"",1319,0,06/17
C-75,072 202,072,C75COMBI,"Replacement of Food Service Equipment - Combi Ovens",EQFN,"",477,0,06/18
C-75,072 202,072,C75CONSOL,"RADIO CONSOLE REPLACEMENT AT TRANSPORTATION DIVISION",CONS,"",1500,0,06/17
C-75,072 202,072,C75CONSOL,"RADIO CONSOLE REPLACEMENT AT TRANSPORTATION DIVISION",IFSP,"",50,0,06/17
C-75,072 202,072,C75CONSOL,"RADIO CONSOLE REPLACEMENT AT TRANSPORTATION DIVISION",CTGY,"",50,0,05/17
C-75,072 202,072,C75DATA,"UPGRADE A/C AT IT DATA CENTER",CONS,"",358,0,06/17
C-75,072 202,072,C75DATA,"UPGRADE A/C AT IT DATA CENTER",IFSP,"",10,0,06/17
C-75,072 202,072,C75DATA,"UPGRADE A/C AT IT DATA CENTER",CTGY,"",10,0,06/17
C-75,072 202,072,C75DDECT,"Drug Detection Machines",CONS,"",2416,0,06/17
C-75,072 202,072,C75DDECT,"Drug Detection Machines",IFSP,"",30,0,06/17
C-75,072 202,072,C75DDECT,"Drug Detection Machines",CTGY,"",30,0,06/17
C-75,072 202,072,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",CONS,"",12,0,06/17
C-75,072 202,072,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",IFSP,"",31,0,06/17
C-75,072 202,072,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",CTGY,"",31,0,06/17
C-75,072 202,072,C75ELEA,"Elevator Rehabilitation at AMKC - Dorm 1",CONS,"",159,0,06/17
C-75,072 202,072,C75ELEA,"Elevator Rehabilitation at AMKC - Dorm 1",IFSP,"",16,0,06/17
C-75,072 202,072,C75ELEA,"Elevator Rehabilitation at AMKC - Dorm 1",CTGY,"",16,0,06/17
C-75,072 202,072,C75ELEMDC,"Elevator Rehabilitation at MDC Freight Elevators",CONS,"",268,0,06/17
C-75,072 202,072,C75ELEMDC,"Elevator Rehabilitation at MDC Freight Elevators",IFSP,"",50,0,06/17
C-75,072 202,072,C75ELEMDC,"Elevator Rehabilitation at MDC Freight Elevators",CTGY,"",25,0,06/17
C-75,072 202,072,C75ELEN,"Elevator Rehabilitation at NIC",CONS,"",181,0,06/17
C-75,072 202,072,C75ELEN,"Elevator Rehabilitation at NIC",IFSP,"",19,0,06/17
C-75,072 202,072,C75ELEN,"Elevator Rehabilitation at NIC",CTGY,"",19,0,06/17
C-75,072 202,072,C75ELQD,"Elevator Rehabilitation of QDC Main Freight Car",CONS,"",125,0,06/17
C-75,072 202,072,C75ELQD,"Elevator Rehabilitation of QDC Main Freight Car",IFSP,"",13,0,06/17
C-75,072 202,072,C75ELQD,"Elevator Rehabilitation of QDC Main Freight Car",CTGY,"",13,0,06/17
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",DSGN,"",1000,0,06/17
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",IFDS,"",100,0,06/17
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",CONS,"",7000,0,06/19
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",IFSP,"",350,0,06/19
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",CTGY,"",700,0,06/19
C-75,072 202,072,C75EMROOF,"EMTC ROOF REPLACEMENT",DSGN,"",721,0,06/17
C-75,072 202,072,C75EMROOF,"EMTC ROOF REPLACEMENT",CONS,"",6487,0,06/18
C-75,072 202,072,C75ENTRY,"MODIFICATION OF FACILITY ENTRIES",DSGN,"",5000,0,06/17
C-75,072 202,072,C75ENTXY,"ENTRY POINT SEARCH XRAY MACHINE",EQFN,"",331,0,06/17
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",10320,0,08/16
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",5574,0,07/17
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",1500,0,07/18
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",2500,0,07/19
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",400,0,06/17
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",150,0,06/18
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",150,0,06/19
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",250,0,06/20
C-75,072 202,072,C75FCCRAD,"PURCHASE OF RADIOS AND PBA FOR FCC NARROW BANDING COMPLIANC",EQFN,"",718,0,06/17
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CONS,"",1965,0,06/17
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",IFSP,"",120,0,07/16
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CONS,"",2000,0,06/23
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CONS,"",2000,0,06/22
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",IFSP,"",50,0,06/22
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",IFSP,"",50,0,06/23
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CTGY,"",50,0,06/22
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CTGY,"",50,0,06/23
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",DSGN,"",500,0,07/16
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",IFDS,"",50,0,07/16
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",CONS,"",4500,0,06/19
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",IFSP,"",450,0,06/19
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",CTGY,"",450,0,06/19
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",CTGY,"",50,0,07/16
C-75,072 202,072,C75GBOOTH,"PURCHASE AND INSTALL BULLET PROOF GUARD BOOTHS",EQFN,"",210,0,06/17
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",DSGN,"",450,0,06/17
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",CONS,"",4050,0,06/18
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",IFDS,"",45,0,07/16
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",IFSP,"",45,0,06/18
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",CTGY,"",450,0,06/18
C-75,072 202,072,C75GENERS,"GENERATOR REPLACEMENTS",EQFN,"",3625,0,09/16
C-75,072 202,072,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",CONS,"",9042,0,12/17
C-75,072 202,072,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",DSGN,"",1711,0,12/17
C-75,072 202,072,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",IFSP,"",800,0,12/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",DSGN,"",750,0,06/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",IFDS,"",75,0,07/16
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",CONS,"",1050,0,06/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",IFSP,"",425,0,07/16
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",CTGY,"",425,0,06/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",CONS,"",3200,0,06/18
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",DSGN,"",2200,0,06/17
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",CONS,"",20790,0,06/18
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",IFDS,"",220,0,06/17
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",IFSP,"",980,0,06/18
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",CTGY,"",220,0,06/17
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",CTGY,"",980,0,06/18
C-75,072 202,072,C75GMLGHT,"GMDC Auditorium Lighting",CONS,"",498,0,06/17
C-75,072 202,072,C75GMLGHT,"GMDC Auditorium Lighting",IFSP,"",45,0,06/17
C-75,072 202,072,C75GMROOF,"GMDC ROOF REPLACEMENT",DSGN,"",1081,0,06/17
C-75,072 202,072,C75GMROOF,"GMDC ROOF REPLACEMENT",CONS,"",9731,0,06/18
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",DSGN,"",1904,0,07/16
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",IFDS,"",141,0,07/16
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",CONS,"",17130,0,06/18
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",IFSP,"",900,0,06/17
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",CTGY,"",1903,0,06/17
C-75,072 202,072,C75GRVCSH,"GRVC SHOWER FRAMING",CONS,"",941,0,07/16
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",CONS,"",6600,0,07/18
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",IFDS,"",90,0,07/16
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",IFSP,"",660,0,07/18
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",CTGY,"",660,0,07/18
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",DSGN,"",2400,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",DSGN,"",500,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",IFDS,"",50,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",CONS,"",4500,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",IFSP,"",450,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",CTGY,"",450,0,06/17
C-75,072 202,072,C75HMDREL,"Relocate HMD to Bulova Building",CONS,"",233,0,06/17
C-75,072 202,072,C75HMDREL,"Relocate HMD to Bulova Building",IFSP,"",30,0,07/16
C-75,072 202,072,C75HOTWTR,"HOT WATER RIKERS ISLAND",CONS,"",790,0,06/17
C-75,072 202,072,C75HOTWTR,"HOT WATER RIKERS ISLAND",CONS,"",1000,0,06/19
C-75,072 202,072,C75HOTWTR,"HOT WATER RIKERS ISLAND",CONS,"",500,0,06/21
C-75,072 202,072,C75IDTRAL,"INVESTIGATION TRAILER",CONS,"",767,0,06/17
C-75,072 202,072,C75IDTRAL,"INVESTIGATION TRAILER",IFSP,"",77,0,06/17
C-75,072 202,072,C75IDTRAL,"INVESTIGATION TRAILER",CTGY,"",77,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",CONS,"",300,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",IFSP,"",40,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",CTGY,"",40,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",DSGN,"",100,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",IFDS,"",20,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",CTGY,"",20,0,06/17
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",DSGN,"",972,0,07/16
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",CONS,"",6000,0,06/18
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",CTGY,"",360,0,06/18
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",IFSP,"",360,0,06/18
C-75,072 202,072,C75LAUNRF,"Central Laundry /Bakery Roof Replacement",CONS,"",2921,0,06/17
C-75,072 202,072,C75LAUNRF,"Central Laundry /Bakery Roof Replacement",CTGY,"",292,0,06/17
C-75,072 202,072,C75LAUNRF,"Central Laundry /Bakery Roof Replacement",IFSP,"",292,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",CONS,"",500,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",IFSP,"",50,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",CTGY,"",5,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",CTGY,"",45,0,06/17
C-75,072 202,072,C75MCHILL,"Mobile Chiller",CONS,"",70,0,06/17
C-75,072 202,072,C75MCHILL,"Mobile Chiller",IFSP,"",45,0,07/16
C-75,072 202,072,C75MCOIL,"HVAC UNIT COIL REPLACEMENT AT MDC NORTH AND SOUTH TOWERS",CONS,"",4039,0,06/17
C-75,072 202,072,C75MCOIL,"HVAC UNIT COIL REPLACEMENT AT MDC NORTH AND SOUTH TOWERS",IFSP,"",200,0,07/16
C-75,072 202,072,C75MCOIL,"HVAC UNIT COIL REPLACEMENT AT MDC NORTH AND SOUTH TOWERS",IFSP,"",404,0,07/16
C-75,072 202,072,C75MDCGYM,"MDC Gym and Connecting Corridor Roof",CONS,"",922,0,07/16
C-75,072 202,072,C75MDCGYM,"MDC Gym and Connecting Corridor Roof",IFSP,"",92,0,07/16
C-75,072 202,072,C75MDCHT,"MDC Hot Water Risers",IFSP,"",600,0,07/16
C-75,072 202,072,C75MDCHT,"MDC Hot Water Risers",CONS,"",14231,0,07/17
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",DSGN,"",560,0,07/16
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",IFDS,"",56,0,07/16
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",CONS,"",5037,0,06/19
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",IFSP,"",504,0,06/19
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",CTGY,"",504,0,06/19
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",CTGY,"",56,0,07/16
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",DSGN,"",437,0,07/17
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",IFDS,"",44,0,07/17
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",CONS,"",3927,0,06/20
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",IFSP,"",393,0,06/20
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",CTGY,"",393,0,06/20
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",CTGY,"",44,0,07/17
C-75,072 202,072,C75MDWTR,"MDC WATER TOWER",CONS,"",22,0,07/16
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",DSGN,"",553,0,05/17
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",CONS,"",4972,0,05/19
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",IFDS,"",55,0,05/17
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",IFSP,"",497,0,05/19
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",CTGY,"",55,0,05/17
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",CTGY,"",497,0,05/19
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",DSGN,"",194,0,06/17
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",IFDS,"",35,0,07/16
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",CONS,"",3150,0,06/17
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",IFSP,"",315,0,06/17
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",CTGY,"",315,0,07/16
C-75,072 202,072,C75MSRFW,"MDC S. Roof Replacement, Facades, Windows, Court Yard",DSGN,"",553,0,06/18
C-75,072 202,072,C75MSRFW,"MDC S. Roof Replacement, Facades, Windows, Court Yard",CONS,"",4972,0,06/20
C-75,072 202,072,C75MSRFW,"MDC S. Roof Replacement, Facades, Windows, Court Yard",IFDS,"",55,0,06/18
C-75,072 202,072,C75MSRFW,"MDC S. Roof Replacement, Facades, Windows, Court Yard",IFSP,"",497,0,06/20
C-75,072 202,072,C75MSRFW,"MDC S. Roof Replacement, Facades, Windows, Court Yard",CTGY,"",55,0,06/18
C-75,072 202,072,C75NCPUMP,"INSTALLATION OF DOMESTIC WATER BOOSTER PUMP AT NIC",IFSP,"",25,0,07/16
C-75,072 202,072,C75NICA/C,"NIC Air Conditioning -Benjamin Ventilation Order",CONS,"",723,0,06/17
