managingagency,projectid,description,citycost,noncitycost,totalcost
806,MXMT23,Mixed Income Program - Mix & Match FY23,47638000,0,47638000
111,DP1PROJ,DOITT'S EDP Projects - Current Year,47540000,0,47540000
856,PW2931C,1 CENTRE STREET - FIRE SPRINKLERS,47465000,0,47465000
806,TPT25,Third Party Transfer Program (TPT) - FY25,47412000,0,47412000
806,MULTI27,HUD MULTIFAMILY PROGRAM - FY27,47398000,0,47398000
806,PLP19,Participation Loan Program FY19,47345000,0,47345000
42,HU027-013,SCHOOL OF NURSING/HEALTH SCIENCE RELOCATION TO C3,47150000,0,47150000
856,CO296ELEC,125-01 QUEENS BLVD - ELECTRICAL UPGRADES,47044000,0,47044000
57,F212LANUP,Technology System Upgrades,46782000,0,46782000
806,MXMT22,Mixed Income Program - Mix & Match FY22,46778000,0,46778000
806,LIHTC26,Low Income Housing Tax Credit Year 15 Program - FY26,46756000,0,46756000
826,SF-BNR-CI,STEP FEED BNR AT CONEY ISLAND & ROCKAWAY WPCPs,46500000,0,46500000
806,TPT24,Third Party Transfer Program (TPT) - FY24,46482000,0,46482000
856,PW77REHAB,VARIOUS PUBLIC BUILDINGS- REHABILITATION OF CITY-OWNED SPAC,46451000,0,46451000
826,JOC-15BWS,Facilities Improvement Program,46200000,0,46200000
841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",18177000,27839000,46016000
806,MULTI26,HUD MULTIFAMILY PROGRAM - FY26,45973000,0,45973000
806,MXMT21,Mixed Income Program - Mix & Match FY21,45932000,0,45932000
826,CSO-FC-DF,CSO FLUSHING CREEK & TI-011 DISINFECTION,45800000,0,45800000
806,TPT23,Third Party Transfer Program (TPT) - FY23,45571000,0,45571000
841,HBK1205,"RECON OF 5TH AVE BRIDGE OVER LIRR AND SEA BEACH, BR 2-24",45500000,0,45500000
806,LIHTC25,LIHTC Year 15 Preservation Program FY25,45350000,0,45350000
841,FARRSLIP,Arrestors for all slips,45137000,0,45137000
72,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",45080000,0,45080000
826,JOC-25-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",45000000,0,45000000
826,PS-TOC,TASK ORDER CONTRACT FOR DES AND CM OF CITYWIDE PUMP STATIO,45000000,0,45000000
801,CWFSBARGE,Citywide Ferry Service Barges,44889000,0,44889000
856,CO293SP,851 GRAND CONCOURSE - FIRE PROTECTION/SPRINKLERS,44850000,0,44850000
826,WW-INSP,WORLDWIDE TECHNICAL INSPECTION SERVICES,44824000,0,44824000
806,TPT22,Third Party Transfer Program (TPT) - FY22,44677000,0,44677000
806,MULTI25,HUD Multi-family Program FY25,44591000,0,44591000
806,SHR1340W,SHRB - 340 WEST 85TH ST - THE BRANDON,44500000,0,44500000
826,IN-CITYWM,Agency-Proposed Projects,44480000,0,44480000
806,LIHTC24,LIHTC Year 15 Preservation Program FY24,44461000,0,44461000
806,LIHTC17,LIHTC Year 15 Preservation Program FY17,44281000,0,44281000
841,HWQMASPET,Maspeth Climate Control and Air Quality Improvements,44055000,0,44055000
826,WI-284-L,RECONSTRUCTION OF PRIMARY TANKS AT WARDS ISLAND WPCP,44000000,0,44000000
806,LIHTC20,LIHTC Year 15 Preservation Program FY20,43977000,0,43977000
826,SE-857,"HLSS, Strm, San & Comb Swrs, & WM Fresh Creek Basin ,Ph 3B",43970000,0,43970000
841,FERRYRACK,CONSTRUCTION OF FERRY RACK,43952000,0,43952000
850,QED-1035,"WM replacement 135st b/t liberty ave & rockaway blvd, qns",43889000,61000,43950000
841,HBC13020,Rehab of Parks Bridges Citywide,43872000,0,43872000
806,TPT21,Third Party Transfer Program (TPT) - FY21,43801000,0,43801000
806,MULTI24,HUD Multi-family Program FY24,43716000,0,43716000
850,HWK1669,4th Ave Safety Improvements,16329000,27342000,43671000
806,LIHTC23,LIHTC Year 15 Preservation Program FY23,43589000,0,43589000
826,SE-834,"Hi level strm, sanitary & comb swrs 135 ave, laurelton area",43571000,0,43571000
826,SE-850,"STRM, SAN SWRS, FORCE MAIN AND WM IN LIVERPOOL ST",43317000,0,43317000
850,CO278FA3,360 ADAMS STREET - FIRE ALARM SYSTEM & SPRINKLER UPGRADE,43310000,0,43310000
850,SE-842,Storm Sewer outlet in 225th St,43300000,0,43300000
806,MULTI20,HUD Multi-family Program FY20,43240000,0,43240000
826,BB-215-L,POWER DISTRIBUTION AT BOWERY BAY WPCP,43220000,0,43220000
826,JOC-21-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",43200000,0,43200000
846,P-6CWRWAL,RETAINING WALLS - CITYWIDE,43166000,0,43166000
806,MULTI23,HUD Multi-family Program FY23,42859000,0,42859000
806,HAM24CHBR,CASTLE HILL BATHROOMS,42800000,0,42800000
806,LIHTC22,LIHTC Year 15 Preservation Program FY22,42734000,0,42734000
850,HWD10105,Ped Safety Upgrades on Atlantic Ave,35629000,7080000,42709000
826,BB-220-L,REPLACEMENT OF EXISTING EMERGENCY GENERATORS @ BOWERY BAY,42500000,0,42500000
826,OB-133-L,SLUDGE THICKENING IMPROVEMENT @ OAKWOOD BEACH WPCP,42500000,0,42500000
826,JOC-15-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",42160000,0,42160000
850,HWX710A,PELHAM PKWY-WEST & EAST AND NORTH & SOUTH BOUNDS (PHASE,42143000,0,42143000
846,P-6WAKPRK,Walk to a Park Gap: Expanding Public Open Space,42137000,0,42137000
806,MULTI22,HUD Multi-family Program FY22,42019000,0,42019000
806,PLP18,PARTICIPATION LOAN PROGRAM FY18,42010000,0,42010000
806,LIHTC21,LIHTC Year 15 Preservation Program FY21,41896000,0,41896000
806,SENIOR27,HUD Section 202 Housing - Supplemental Funding,36630000,5000000,41630000
801,BNYBLDG77,BNYDC - Building 77,41580000,0,41580000
841,HBKA23142,BSHP OVER BEDFORD AVE BIN 2231429,41569000,0,41569000
806,8ALC19,Article 8A Loan Program - FY19,41500000,0,41500000
826,NR-111-L,RECONSTRUCTION OF PRIMARY TANKS AT NORTH RIVER WPCP,41454000,0,41454000
806,MULTI21,HUD Multi-family Program FY21,41195000,0,41195000
801,CWFSHOMEP,Citywide Ferry Service - Homeport at Brooklyn Navy Yard,41106000,0,41106000
806,SENIOR20,HUD Section 202 Housing - Supplemental Funding,36101000,5000000,41101000
801,INDUSFUND,Industrial Fund,41000000,0,41000000
806,ANCP27,Affordable Neighborhood Cooperative Program (ANCP),40803000,0,40803000
846,P-6REQU,REQUIREMENTS - CW,40590000,0,40590000
841,HBQA24815,WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159,40560000,0,40560000
806,SENIOR26,HUD Section 202 Housing - Supplemental Funding,35529000,5000000,40529000
850,TLCWOOD,TLC - NEW OFFICE FACILITY - 24-55 BQE WEST,40458000,0,40458000
806,8ALC18,ARTICLE 8A LOAN PROGRAM,40426000,0,40426000
841,BRKA24039,GRAND STREET/ NEWTON CREEK BIN: 2240390,40402000,0,40402000
126,PV525STUD,SMH - Studio Museum in Harlem New Building,40081000,0,40081000
806,MMI16,Mixed Middle Income Program - M2,40050000,0,40050000
826,ROWGI-A,GI - CITYWIDE CONSTRUCTION OF ROW GREEN INFRASTRUCTURE,40000000,0,40000000
841,HWHARPADM,Harper Street Administration Building Reconstruction,40000000,0,40000000
850,SE-855,"HLSS, Strm, San & Comb Swrs, & WM Fresh Creek Basin ,Ph 2B",39968000,0,39968000
856,PT195-VAR,VARIOUS WATERFRONT PROPERTIES- RECONSTRUCTION,39941000,0,39941000
826,PS-280,DESIGN & CONST. MGNT.SVCS FOR THE UPGRADE OF MASON AVE P.S.,39921000,0,39921000
826,JOC-BWSO,BWSO Facilities Improvement Program,39850000,0,39850000
72,C138BKFS2,BKDC - Fire Life Safety Phase II,39744000,0,39744000
801,GOVISLND2,Governors Island Infrastructure Improvements,39715000,0,39715000
806,ANCP26,Affordable Neighborhood Cooperative Program (ANCP),39576000,0,39576000
111,PO185-64,MEDIUM TOW TRUCK - DOT (PED) (REPLACES 4-TON TOW TRUCK,39529000,0,39529000
806,SENIOR25,HUD Section 202 Housing - Supplemental Funding,34461000,5000000,39461000
42,LG040-016,"Center 3 Infrastr. Upgrade, Fitout",39414000,0,39414000
72,C114GMCLR,New 400 Seat School at GMDC - North Wing,39300000,0,39300000
850,SEQNS001,Sewer When & Where contract in SE Queens,39284000,0,39284000
826,HP-239-L,RECONSTRUCT SLUDGE HANDLING EQUIPMENT @ HUNTS POINT WWTP,39000000,0,39000000
801,CONEYWACQ,Coney Island West - Land Acquisition,39000000,0,39000000
826,PJ-PLNT,"RECONSTRUCTION OF PORT JERVIS WPCP, DEL",39000000,0,39000000
806,SENIOR24,HUD Section 202 Housing - Supplemental Funding,33785000,5000000,38785000
841,BRX9579,BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579,38700000,0,38700000
826,CONISPH04,"SAN & STRM SWR, WM1, IN CONEY ISL AREA, PH 4",38690000,0,38690000
72,C114GRCLR,New 400 Seat School at GRVC - North Wing,38650000,0,38650000
841,HWQ788,LIC/Hunters Point Area-wide Reconstruction,36578000,1920000,38498000
850,CONISPH3A,"Storm and Sanitary Sewer, Trunk and Distribution Water Main",38480000,0,38480000
806,ANCP25,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,38386000,0,38386000
826,GI-EDC,GI -EDC PROJECTS & FINANCING PROGRAMS - GREEN INFRASTRUCTUR,38136000,0,38136000
806,SENIOR23,HUD Section 202 Housing - Supplemental Funding,33122000,5000000,38122000
111,PO185-1B,12 PASSENGER VANS,38120000,0,38120000
806,HAM14VAUP,Major Renovations-Brickwork and Roofs at Sotomayer House,37971000,0,37971000
850,HWHARPER,Reconstruction of Harper Street Asphalt Plant - Constructio,37801000,0,37801000
841,HBM1171,W 31ST ST BR/AMTRAK LAYUP TRACKS 2-26672-A,37766000,0,37766000
806,ANCP24,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,37633000,0,37633000
826,AWT2-CARB,CONSTRUCTION OF CARBON ADDITION FACILITY AT VARIOUS WWTPs,37613000,0,37613000
801,QWESTC,Hunters Point South Phase II,37602000,0,37602000
826,CS-NC-EKE,"ENGLISH KILLS AERATION, ENHANCED ZONE II",37567000,0,37567000
826,PR-138-L,RECONSTRUCT MAIN SEWAGE PUMP CONTROLS @ PORT RICHMOND WWTP,37533000,0,37533000
801,SNSTFRGH2,Sunset Park Areawide Infrastructure Improvements,37500000,0,37500000
806,SENIOR22,HUD Section 202 Housing - Supplemental Funding,32473000,5000000,37473000
826,JOC-19-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",37400000,0,37400000
856,PW29380FC,80 CENTRE ST.- FIRE ALARMS/SPRINKLERS,37328000,0,37328000
68,CCREN,Renovation for city leased child care sites.,37324000,0,37324000
72,C75RNRFW,"RNDC Roof Replacement, Facades, Windows, Court Yard",37200000,0,37200000
826,CT3CORR,Repairs & Remediate Corrosion Issues - CT 3,37019000,0,37019000
826,OEA-EAA3,ENGINEERING AND ACCOUNTING AUDITOR CONSULTANT SVCS OEA-EAA,37000000,0,37000000
806,ANCP23,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,36895000,0,36895000
126,PV467-IRE,IAC - Irish Arts Ctr. Construction of New Cultural Center,36850000,0,36850000
806,SENIOR21,HUD Section 202 Housing - Supplemental Funding,31836000,5000000,36836000
56,PO79BATH,CITYWIDE BATHROOM RENOVATION,36771000,0,36771000
826,SE-836,South-East Queens Laurelton Area Part 1 Phase III,36621000,0,36621000
806,ANCP19,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,36554000,0,36554000
111,PO163STI2,SUSTAINABLE TECHNOLOGY INITIATIVE 2 (SERVERS & STORAGE),36248000,0,36248000
850,HWKKP005,DUMBO D.M.A. - VINEGAR HILL AREA,31019000,5200000,36219000
806,ANCP22,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,36172000,0,36172000
850,MED-616,"Trunk & dist WM replacement 124st b/t 7 & 2 ave, manh.",36110000,0,36110000
850,HWR919,BLOOMINGDALE ROAD: AMBOY ROAD TO ARTHUR KILL ROAD,36086000,0,36086000
826,BLUBLTNEW,CITYWIDE BLUEBELT INITIATIVES,36000000,0,36000000
846,P-415WRD2,FMCP - World's Fair Marina Pier 1 & 3 R/C,35962000,0,35962000
841,HWMWTC A9,WORLD TRADE CENTER AREA 9.,1072000,34695000,35767000
826,MIBBNC002,"Last Chance Pond BMP NC 11/12, storm & sanitary sewer const",26964000,8700000,35664000
806,GREEN17,HPD GREEN PROGRAMS - FY17,35645000,0,35645000
826,SE-842B,Storm & Sanitary & W/M work in 224th Street,35618000,0,35618000
806,ANCP21,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,35462000,0,35462000
826,OB-134-L,POWER DISTRIBUTION AT OAKWOOD BEACH WPCP,35350000,0,35350000
826,26W-154-L,RECONST ODOR CONTROL & HVAC SYS IDEWATERING BLDG. 26TH WARD,35350000,0,35350000
826,HP-244-L,RECONST. DEWATERING BLDG. HVAC & ODOR CONTROL SYS @ HUNTS PT,35350000,0,35350000
826,JOC-16-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",35130000,0,35130000
57,F212911ER,911 SYSTEM UPGRADE - PSAC 1 Call Box ERS/BARS,35000000,0,35000000
826,WI-EXP,INTERIM FAC & UPGRADING AT WARDS ISLAND WPCP,34798000,0,34798000
841,C5447,MISCELLANEOUS UPGRADES TO FERRYBOATS,19797000,14824000,34621000
850,S136-423,Queens 11/13 FLOOR SLAB REPLACEMENT,34575000,0,34575000
826,BB-216-L,RECONSTRUCTION OF PRIMARY TANKS AT BOWERY BAY WPCP,34500000,0,34500000
826,CAT-210,CAT/DEL UV LIGHT TREATMENT FACILITIES,34486000,0,34486000
111,CITY7PSC1,DoITT PSAC1 Network Refresh,34303000,0,34303000
826,HUDSONYDS,Reconstruction of Water and Sewers @ Hudson Yards,34290000,0,34290000
841,HBX1215,E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1,34171000,0,34171000
850,HWK1148,JEWEL STREET AREA,34002000,0,34002000
826,DEL-194,Merriman Dam Spillway,34000000,0,34000000
806,TPT19,Third Party Transfer Program (TPT) - FY19,33977000,0,33977000
111,PO187-SEC,Enhanced Video Security at NYPD Facilities,33784000,0,33784000
72,C75ADACOM,"ADA COMPLIANCE FOR NIC, CENTRAL VISITS, FACILITY VISIT AREA",33738000,0,33738000
850,SE-813,WATER MAIN WORK IN JEWEL STREETS AREA,33683000,0,33683000
801,125STCOR2,Uptown NY--125th Street Corridor,33113000,0,33113000
856,PW322PLAN,345 ADAMS RESTACKING PLAN,33026000,0,33026000
850,HWEARC05,ENVIRONMENTAL ASSESSMENT REQUIREMENT CONTRACT,33000000,0,33000000
826,26W-148-L,TRC - CONS OF DISINFECTION FACILITIES AT 26TH WARD WPCP,33000000,0,33000000
850,HWEARC04,ENVIRONMENTAL ASSESSMENT REQUIREMENT CONTRACT,33000000,0,33000000
806,GREEN18,HPD GREEN PROGRAMS - FY18,32874000,0,32874000
826,SE-859,"Combined Sewer Replmnt & WM work 70 st & calamus ave, Qns",32854000,0,32854000
846,P-4ANCH01,Anchor Park Site - Astoria Park,32730000,0,32730000
850,MIBBNC003,"Strm & Sani Swr const & WM replac in Mason Ave, SI",32514000,0,32514000
998,CAPSLS250,ADDL MTA CAPITAL FUNDS PURSUANT TO 3/22/12 AND SUBSQNT MOUS,32478000,0,32478000
850,PO79BMAHK,MISD UPS AT 1PP,32401000,0,32401000
826,CSO-LTCP2,CITY-WIDE LONG TERM CONTROL PLAN FOR CSO ABATEMENT,32305000,0,32305000
826,QED-1027,Replacement of Dist WM in 222nd St,32261000,0,32261000
111,PU16PROJ,CITYWIDE EDP PROJECTS - Current Year,32250000,0,32250000
850,MED-607,TRUNK MAIN CONN TO SHAFT 32B IN 2ND AVE. INTER. OF E. 35,32203000,0,32203000
826,TI-168-L,HEADWORKS IMPROVEMENTS AT THE TALLMAN ISLAND WPCP,32100000,0,32100000
826,OH-88-L,RECONSTRUCTION OF FINAL TANKS AT OWLS HEAD WPCP,32071000,0,32071000
846,P-2ANCH01,ANCHOR PARK- Betsy Head (B008-),32000000,0,32000000
850,SEC20004T,Citywide emergency sewer reconstruction,31823000,0,31823000
801,SANDY4-03,Sandy - Rockaway Beach: Long-Term RC,-11542000,43121000,31579000
826,MIBBNC04A,BMP NC 6 and 15 storm & sanitary sewer installation,31529000,0,31529000
846,P-1ANCR01,Anchor Parks - St. Mary's Reconstruction,31500000,0,31500000
72,C138QDFS2,QDC Life Safety - Phase 2,31436000,0,31436000
826,SE-862,Storm and Sanitary Sewer Replacement and Ext. - 801 HWQ662G,31382000,0,31382000
850,SEQ200586,Broad Channel: Storm and san sewers in W 11th Rd.,31250000,0,31250000
850,SEQNS002,SEWER WHEN & WHERE CONTRACT IN S.E. QNS,31150000,0,31150000
841,HBX1164,CITY ISLAND / EASTCHESTER BAY 2-24021-0,13255000,17850000,31105000
801,SANDG4DOC,FEMA 428 G4- DOCKBUILDERS,0,31000000,31000000
841,HBBA24181,East 188th St over MNRR Har BIN 2241810,30967000,0,30967000
841,HBQA26614,HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149,30911000,0,30911000
846,P-3ANCH01,Highbridge Anchor Park Improvment- Manhattan,30600000,0,30600000
826,MIBBNC04B,Storm and sanitary sewer installation,30221000,0,30221000
826,JOC-23-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",30200000,0,30200000
841,HBK4470,SEELY STREET OVER PROSPECT AVENUE BIN: 2244470,30112000,0,30112000
826,JOC-24-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",30080000,0,30080000
850,HWQ274F1,RECONSTRUCTION OF STREETS IN THE ROSEDALE AREA - PHASE II,30000000,0,30000000
57,F21291116,911 SYSTEM UPGRADE - FDNY Radio - Channel 16 End of Life,30000000,0,30000000
801,HUNTSPROD,Hunts Point Produce Market,30000000,0,30000000
111,PO-MISC,MISCELLANEOUS CAPITAL PURCHASE OF PUMPS & PARTS FOR WPCPS,30000000,0,30000000
826,HP-STAB,STABILIZATION OF THE HUNTS POINT WPCP,29958000,0,29958000
841,HBM1173,HENRY HUDSON PKWY 94-98TH ST VIADUCT 2-26725-0,29889000,0,29889000
57,F109-TL,TOWER LADDERS,29730000,0,29730000
72,C138MSFS2,MDC - South Tower - Fire Life Safety Phase II,29607000,0,29607000
806,HAM11IHWH,INSTANTANEOUS HOT WATER HEATERS,29471000,0,29471000
846,P-6CW950,COMPUTER EQUIPMENT - CITYWIDE,29449000,0,29449000
850,QED-1022,Replcmnt of Water Mains in former Jamaica Water Supply area,29403000,0,29403000
826,MS4-STORM,MS4 CITYWIDE STORMWATER MANAGEMENT PROGRAM,29398000,0,29398000
826,SELCDDC,LINING CONTRACT - CITYWIDE,29370000,0,29370000
841,TFCPARKLG,Central Park Light Infrastructure,28104000,1136000,29240000
806,LIHTC19,LIHTC Year 15 Preservation Program FY19,29236000,0,29236000
856,PW326DOF5,DOF - RELOCATION FROM 210 JORALEMON AND 345 ADAMS,29136000,0,29136000
801,WILLETRMP,Willets Point Ramps,29000000,0,29000000
850,SANDHW14,Reconstruction of South Beach - Hurricane Sandy,14401000,14589000,28990000
850,HWQ1182B,Broad Channel Bulkheads - Phase II,28879000,0,28879000
850,HWK876,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",13211000,15558000,28769000
806,MULTI19,HUD Multi-family Program FY19,28746000,0,28746000
841,HBX2370,REHAB GRAND CONCOURSE BIN 2242370,28677000,0,28677000
806,ANCP18,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,28631000,0,28631000
806,8ALC17,HOUSING REHABILITATION (HRP) / (formerly 8A) LOAN PROGRAM,28594000,0,28594000
850,HWXP136B,Grand Concourse Phase 3,11523000,16871000,28394000
856,CO304HEA5,60 CENTRE ST.- HEATING DISTRIBUTION SYSTEM,28362000,0,28362000
826,DSMNH,Deep Sewer Manholes,28000000,0,28000000
827,S136-435,2495 Second Ave - Manhattan 11 Rehab & Building Addition,27986000,0,27986000
850,MED-594,WM RPLMT IN E 46 ST & E 47 ST B/T MADISON AV & LEXINGTON A,27946000,0,27946000
850,SE-803,SAN & STRM SEWER IN RAMBLE ROAD B/T ADRIENNE PL & DENT ROAD,27927000,0,27927000
826,PR-127-L,INSTALL GATES & ACTUATORS IN INFLUENT & EFFLUENT TANKS,27792000,0,27792000
42,HU026-013,Science and Health Professions Building,27750000,0,27750000
850,PW348-81,FUEL TANK REPLACEMENT,27500000,0,27500000
856,SANDTWOBR,CITYWIDE RESILENCY MEASURES-Lower Manhattan Two Bridges SIR,27500000,0,27500000
850,PW348-82,FUEL TANK REPLACEMENT,27500000,0,27500000
850,PW348-84,FUEL TANK REPLACEMENT,27500000,0,27500000
841,FALUMP2,Ferry Projects,27450000,0,27450000
850,PW348-83,FUEL TANK REPLACEMENT,27400000,0,27400000
826,CRO-M&A,MITIGATION AND AMENITIES FOR WTP,27386000,0,27386000
850,HWX710A,PELHAM PKWY-WEST & EAST AND NORTH & SOUTH BOUNDS (PHAS,27383000,0,27383000
858,PW326MT01,INFRASTRUCTURE EQUIPMENT UPGRADE,27122000,0,27122000
841,HBK1072,BELT SHORE PKWY FRESH CREEK 2-231509,10100000,17000000,27100000
850,SE-807,STORM & SAN SEWERS IN 20TH AVE B/T126 ST & US BULKHEAD LINE,26506000,509000,27015000
111,PO185-1C,RADIO EMERGENCY PATROL (REP) TRUCKS FOR ESU,26983000,0,26983000
841,HBK1023,MILL BASIN BR / BELT PARKWAY #2-23147-9/TN,21045000,5850000,26895000
111,TD18RTOVE,Rent-to-Own (Phase II),26875000,0,26875000
819,13201603,HARLEM: WP DECANTING AND DEMOLITION,26835000,0,26835000
826,NR-118-L,RECONSTRUCT FACILITIES LIGHTING @ THE NORTH RIVER WWTP,26834000,0,26834000
850,HWD10105A,Ped Safety Upgrades on Atlantic Ave - Phase 2,26699000,0,26699000
856,CO264BCC,DASNY - 444 THOMAS BOYLAND ST.- BROWNSVILLE COMM COURT,26669000,0,26669000
846,P-6CWANCR,Anchor Parks - Citywide,26600000,0,26600000
856,PW325ELC3,210 JORALEMON ST. ELECTRICAL UPGRADE AND EMERGENCY GENERATO,26570000,0,26570000
850,QED1014,Rehabilitation of Astoria water trunk main by lining,26480000,15000,26495000
850,PW357FIRE,253 BROADWAY- FIRE ALARM REPLACEMENT,26400000,0,26400000
850,S216-401R,"CONSTRUCTION, E. 92 ST RAMP TO E. 91 ST MTS",26329000,0,26329000
826,UTIL-GEN,UTILITY CONTRACTS - GENERAL,26303000,0,26303000
826,QED-1023B,"Distribution & trunk WM Replac. Cypress Ave, Qns",26150000,0,26150000
850,BED-780,RECON OF WM & SWR IN 5 AVE B/T 65 ST & 34 ST,26060000,0,26060000
826,QED-NEW,"CORE WM AREA CONTRACT, QUEENS",26000000,0,26000000
826,SE-835,"S.E. Queens, Laurelton Area, Part 1, Phase II,",25971000,0,25971000
37,LN-SYSWID,"SYSTEMWIDE Reconstruction, Roofs, HVAC, Boilers, Life Safet",25960000,0,25960000
841,HBCD015A,IN-PROCESS FAB INSPECTION OF STRUCTURAL STEEL IN NE USA,25930000,0,25930000
841,HBX163,"5 Bridges - Melrose, Bronx",25844000,0,25844000
841,BRC270FR,BROOKLYN BRIDGE #6A REPLACE CLADDING,25709000,0,25709000
841,TYPLREP,TRAFFIC PARK & HIGHWAY DISTRIBUTION(TEN YEAR PLAN),600000,25000000,25600000
819,26201101,CIH: CONSTRUCT VANDERBILT AVENUE HEALTH CENTER AT S.I.,25599000,0,25599000
826,SE-861A,"HLSS; Strm, san & comb swers & WM, Borden Ave, Phase 2, Qns",25575000,0,25575000
826,TI-169-L,RECONSTRUCT OF THE POWER DISTRIBUTION AT TALLMAN ISLAND WP,25500000,0,25500000
72,C138OBFS2,OBCC Main Fire Life Safety Phase II,25484000,0,25484000
826,SE-887,Storm & sanitary sewers in Cornaga Ave between Mott Ave &,25448000,0,25448000
42,CA034-013,Critical Maintenance for Community Colleges,25440000,0,25440000
72,C75GMHEAT,HEATING SYSTEM UPGRADE AT GMDC,25390000,0,25390000
841,TF012017,NEW SIGNALS INSTALLATION REQUIREMENT FY17,4832000,20500000,25332000
998,MTABC02,MISCELLANEOUS MTABC PURCHASES-Facility Work,12659000,12659000,25318000
850,SANDHW11,Reconstruction of Beach Channel Drive - Hurricane Sandy,17193000,8073000,25266000
826,SF-BNR-RK,STEP FEED BNR AT ROCKAWAY,25131000,0,25131000
