budgetline,fmsnumber,managingagency,projectid,description,commitmentcode,commitmentdescription,citycost,noncitycost,plancommdate
C-75,072 202,072,C75AKATC,"Replacement of Chillers at AMKC Mod 1",IFSP,"",381000,0,07/16
C-75,072 202,072,C75AKATC,"Replacement of Chillers at AMKC Mod 1",IFSP,"",250000,0,07/17
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",DSGN,"",800000,0,06/17
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",IFDS,"",80000,0,06/17
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",CONS,"",7200000,0,06/19
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",IFSP,"",360000,0,06/19
C-75,072 202,072,C75AMCLR,"AMKC - Renovations for Classrooms and Programs - Adult",CTGY,"",720000,0,06/19
C-75,072 202,072,C75AMKCEL,"AMKC New Elevator Replacement at K Dorm",CONS,"",1009000,0,06/17
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",DSGN,"",1000000,0,06/17
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",IFDS,"",100000,0,06/17
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CONS,"",4500000,0,06/18
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",IFSP,"",50000,0,06/18
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CTGY,"",50000,0,06/18
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CONS,"",4500000,0,06/19
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",IFSP,"",50000,0,06/19
C-75,072 202,072,C75AMKCHT,"AMKC HEATING REPLACEMENT BUILDINGS 3 & 4",CTGY,"",50000,0,06/19
C-75,072 202,072,C75AMKCMD,"AMKC CLINIC RECONSTRUCTION",CONS,"",41000,0,06/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",DSGN,"",200000,0,07/16
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",CONS,"",1800000,0,01/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",EQFN,"",150000,0,02/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",IFDS,"",10000,0,07/16
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",CTGY,"",10000,0,07/16
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",IFSP,"",20000,0,01/17
C-75,072 202,072,C75AMKCMH,"AMKC MENTAL HEALTH CLINIC RECONSTRUCTION",CTGY,"",20000,0,01/17
C-75,072 202,072,C75AMWCON,"AMKC WEST MOD 17, 18, 19 CONTROL ROOMS",DSGN,"",573000,0,06/17
C-75,072 202,072,C75AMWCON,"AMKC WEST MOD 17, 18, 19 CONTROL ROOMS",CONS,"",5159000,0,06/18
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",2781000,0,07/16
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",800000,0,07/17
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",455000,0,06/19
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",568000,0,07/20
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",IFSP,"",40000,0,07/16
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CTGY,"",40000,0,07/16
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",IFSP,"",45000,0,06/19
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CTGY,"",45000,0,06/19
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",978000,0,06/24
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",1235000,0,07/24
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",1597000,0,07/25
C-75,072 202,072,C75ASBEST,"Asbestos Abatement and Air Monitoring - Various Facilities",CONS,"",2114000,0,07/26
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",DSGN,"",365000,0,06/17
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",CONS,"",3285000,0,06/18
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",IFDS,"",37000,0,06/17
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",IFSP,"",328000,0,06/18
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",CTGY,"",37000,0,06/17
C-75,072 202,072,C75BKATC,"AHU and ATC Upgrade BKDC",CTGY,"",328000,0,06/18
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",DSGN,"",1525000,0,06/17
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",CONS,"",13718000,0,06/19
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",IFDS,"",153000,0,06/17
C-75,072 202,072,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",IFSP,"",138000,0,06/19
C-75,072 202,072,C75BKDRF,"BKDC ROOF REPLACEMENT - INTAKE, RAILING & WINDOWS",CONS,"",1577000,0,06/17
C-75,072 202,072,C75BKDRF,"BKDC ROOF REPLACEMENT - INTAKE, RAILING & WINDOWS",IFSP,"",76000,0,06/17
C-75,072 202,072,C75BKFCDE,"BKDC Facade - New Facade Roof Expansion of Court Yard",CONS,"",1437000,0,06/17
C-75,072 202,072,C75BKFCDE,"BKDC Facade - New Facade Roof Expansion of Court Yard",IFSP,"",30000,0,06/17
C-75,072 202,072,C75BKFCDE,"BKDC Facade - New Facade Roof Expansion of Court Yard",CTGY,"",30000,0,06/17
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",DSGN,"",4419000,0,06/18
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",CONS,"",39770000,0,06/19
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",IFDS,"",300000,0,06/17
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",IFSP,"",50000,0,06/19
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",CTGY,"",441000,0,06/17
C-75,072 202,072,C75BKRFW,"BKDC Roof Replacement, Facades, Windows, Court Yard",CTGY,"",100000,0,06/19
C-75,072 202,072,C75BKTUN,"BKDC UNDERGROUND TUNNEL",CONS,"",4742000,0,07/16
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",DSGN,"",350000,0,06/17
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",CONS,"",3150000,0,06/18
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",IFDS,"",35000,0,05/17
C-75,072 202,072,C75BKYARD,"COURT YARD EXPANSION BKDC",IFSP,"",315000,0,05/18
C-75,072 202,072,C75BLCLR,"Build Office Space at Bulova for DOC Staff",CONS,"",2000000,0,06/17
C-75,072 202,072,C75BLCLR,"Build Office Space at Bulova for DOC Staff",IFSP,"",200000,0,06/17
C-75,072 202,072,C75BLCLR,"Build Office Space at Bulova for DOC Staff",CTGY,"",50000,0,06/17
C-75,072 202,072,C75BLQDC,"QDC New Boiler Installation",CONS,"",9000,0,06/17
C-75,072 202,072,C75CAMSUP,"INFRASTRUCTURE FOR CAMERA INSTALLATION",IFDS,"",60000,0,12/16
C-75,072 202,072,C75CAMSUP,"INFRASTRUCTURE FOR CAMERA INSTALLATION",IFSP,"",350000,0,06/17
C-75,072 202,072,C75CAMSUP,"INFRASTRUCTURE FOR CAMERA INSTALLATION",CONS,"",6642000,0,07/16
C-75,072 202,072,C75CELLD,"Electronic Cell Door Panels at All Facilities",CTGY,"",600000,0,06/18
C-75,072 202,072,C75CELLD,"Electronic Cell Door Panels at All Facilities",CONS,"",6000000,0,06/17
C-75,072 202,072,C75CELLD,"Electronic Cell Door Panels at All Facilities",IFSP,"",300000,0,06/17
C-75,072 202,072,C75CHLPNT,"NIC AMKC CHILLER PLANT",CONS,"",98000,0,06/17
C-75,072 202,072,C75CHLPNT,"NIC AMKC CHILLER PLANT",CTGY,"",9000,0,06/17
C-75,072 202,072,C75COMBI,"Replacement of Food Service Equipment - Combi Ovens",EQFN,"",1319000,0,06/17
C-75,072 202,072,C75COMBI,"Replacement of Food Service Equipment - Combi Ovens",EQFN,"",477000,0,06/18
C-75,072 202,072,C75CONSOL,"RADIO CONSOLE REPLACEMENT AT TRANSPORTATION DIVISION",CONS,"",1500000,0,06/17
C-75,072 202,072,C75CONSOL,"RADIO CONSOLE REPLACEMENT AT TRANSPORTATION DIVISION",IFSP,"",50000,0,06/17
C-75,072 202,072,C75CONSOL,"RADIO CONSOLE REPLACEMENT AT TRANSPORTATION DIVISION",CTGY,"",50000,0,05/17
C-75,072 202,072,C75DATA,"UPGRADE A/C AT IT DATA CENTER",CONS,"",358000,0,06/17
C-75,072 202,072,C75DATA,"UPGRADE A/C AT IT DATA CENTER",IFSP,"",10000,0,06/17
C-75,072 202,072,C75DATA,"UPGRADE A/C AT IT DATA CENTER",CTGY,"",10000,0,06/17
C-75,072 202,072,C75DDECT,"Drug Detection Machines",CONS,"",2416000,0,06/17
C-75,072 202,072,C75DDECT,"Drug Detection Machines",IFSP,"",30000,0,06/17
C-75,072 202,072,C75DDECT,"Drug Detection Machines",CTGY,"",30000,0,06/17
C-75,072 202,072,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",CONS,"",12000,0,06/17
C-75,072 202,072,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",IFSP,"",31000,0,06/17
C-75,072 202,072,C75DMWTR,"REPLACEMENT DOMESTIC WATER BOOSTER PUMPS-MDC,BKDC,OBCC,GRVC",CTGY,"",31000,0,06/17
C-75,072 202,072,C75ELEA,"Elevator Rehabilitation at AMKC - Dorm 1",CONS,"",159000,0,06/17
C-75,072 202,072,C75ELEA,"Elevator Rehabilitation at AMKC - Dorm 1",IFSP,"",16000,0,06/17
C-75,072 202,072,C75ELEA,"Elevator Rehabilitation at AMKC - Dorm 1",CTGY,"",16000,0,06/17
C-75,072 202,072,C75ELEMDC,"Elevator Rehabilitation at MDC Freight Elevators",CONS,"",268000,0,06/17
C-75,072 202,072,C75ELEMDC,"Elevator Rehabilitation at MDC Freight Elevators",IFSP,"",50000,0,06/17
C-75,072 202,072,C75ELEMDC,"Elevator Rehabilitation at MDC Freight Elevators",CTGY,"",25000,0,06/17
C-75,072 202,072,C75ELEN,"Elevator Rehabilitation at NIC",CONS,"",181000,0,06/17
C-75,072 202,072,C75ELEN,"Elevator Rehabilitation at NIC",IFSP,"",19000,0,06/17
C-75,072 202,072,C75ELEN,"Elevator Rehabilitation at NIC",CTGY,"",19000,0,06/17
C-75,072 202,072,C75ELQD,"Elevator Rehabilitation of QDC Main Freight Car",CONS,"",125000,0,06/17
C-75,072 202,072,C75ELQD,"Elevator Rehabilitation of QDC Main Freight Car",IFSP,"",13000,0,06/17
C-75,072 202,072,C75ELQD,"Elevator Rehabilitation of QDC Main Freight Car",CTGY,"",13000,0,06/17
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",DSGN,"",1000000,0,06/17
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",IFDS,"",100000,0,06/17
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",CONS,"",7000000,0,06/19
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",IFSP,"",350000,0,06/19
C-75,072 202,072,C75EMCLR,"EMTC - Renovations for Classrooms and Programs",CTGY,"",700000,0,06/19
C-75,072 202,072,C75EMROOF,"EMTC ROOF REPLACEMENT",DSGN,"",721000,0,06/17
C-75,072 202,072,C75EMROOF,"EMTC ROOF REPLACEMENT",CONS,"",6487000,0,06/18
C-75,072 202,072,C75ENTRY,"MODIFICATION OF FACILITY ENTRIES",DSGN,"",5000000,0,06/17
C-75,072 202,072,C75ENTXY,"ENTRY POINT SEARCH XRAY MACHINE",EQFN,"",331000,0,06/17
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",10320000,0,08/16
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",5574000,0,07/17
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",1500000,0,07/18
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CONS,"",2500000,0,07/19
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",400000,0,06/17
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",150000,0,06/18
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",150000,0,06/19
C-75,072 202,072,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",CTGY,"",250000,0,06/20
C-75,072 202,072,C75FCCRAD,"PURCHASE OF RADIOS AND PBA FOR FCC NARROW BANDING COMPLIANC",EQFN,"",718000,0,06/17
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CONS,"",1965000,0,06/17
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",IFSP,"",120000,0,07/16
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CONS,"",2000000,0,06/23
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CONS,"",2000000,0,06/22
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",IFSP,"",50000,0,06/22
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",IFSP,"",50000,0,06/23
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CTGY,"",50000,0,06/22
C-75,072 202,072,C75FENCE1,"PROGRAMMATIC FENCING RECONSTRUCTION",CTGY,"",50000,0,06/23
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",DSGN,"",500000,0,07/16
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",IFDS,"",50000,0,07/16
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",CONS,"",4500000,0,06/19
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",IFSP,"",450000,0,06/19
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",CTGY,"",450000,0,06/19
C-75,072 202,072,C75GASINE,"Upgrade Gas Lines",CTGY,"",50000,0,07/16
C-75,072 202,072,C75GBOOTH,"PURCHASE AND INSTALL BULLET PROOF GUARD BOOTHS",EQFN,"",210000,0,06/17
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",DSGN,"",450000,0,06/17
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",CONS,"",4050000,0,06/18
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",IFDS,"",45000,0,07/16
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",IFSP,"",45000,0,06/18
C-75,072 202,072,C75GENBK,"ELECTRICAL UPGRADE AND EMERGENCY GENERATOR REPLACEMENT-BKDC",CTGY,"",450000,0,06/18
C-75,072 202,072,C75GENERS,"GENERATOR REPLACEMENTS",EQFN,"",3625000,0,09/16
C-75,072 202,072,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",CONS,"",9042000,0,12/17
C-75,072 202,072,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",DSGN,"",1711000,0,12/17
C-75,072 202,072,C75GENREP,"Installation of Replacement Generators RNDC, EMTC,GMDC,RMSC",IFSP,"",800000,0,12/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",DSGN,"",750000,0,06/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",IFDS,"",75000,0,07/16
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",CONS,"",1050000,0,06/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",IFSP,"",425000,0,07/16
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",CTGY,"",425000,0,06/17
C-75,072 202,072,C75GMDCAC,"Air Conditioning of GMDC Buildings 1-5",CONS,"",3200000,0,06/18
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",DSGN,"",2200000,0,06/17
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",CONS,"",20790000,0,06/18
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",IFDS,"",220000,0,06/17
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",IFSP,"",980000,0,06/18
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",CTGY,"",220000,0,06/17
C-75,072 202,072,C75GMHEAT,"HEATING SYSTEM UPGRADE AT GMDC",CTGY,"",980000,0,06/18
C-75,072 202,072,C75GMLGHT,"GMDC Auditorium Lighting",CONS,"",498000,0,06/17
C-75,072 202,072,C75GMLGHT,"GMDC Auditorium Lighting",IFSP,"",45000,0,06/17
C-75,072 202,072,C75GMROOF,"GMDC ROOF REPLACEMENT",DSGN,"",1081000,0,06/17
C-75,072 202,072,C75GMROOF,"GMDC ROOF REPLACEMENT",CONS,"",9731000,0,06/18
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",DSGN,"",1904000,0,07/16
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",IFDS,"",141000,0,07/16
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",CONS,"",17130000,0,06/18
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",IFSP,"",900000,0,06/17
C-75,072 202,072,C75GRVCHV,"GRVC HVAC Upgrades and Related Housing Area Renovations",CTGY,"",1903000,0,06/17
C-75,072 202,072,C75GRVCSH,"GRVC SHOWER FRAMING",CONS,"",941000,0,07/16
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",CONS,"",6600000,0,07/18
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",IFDS,"",90000,0,07/16
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",IFSP,"",660000,0,07/18
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",CTGY,"",660000,0,07/18
C-75,072 202,072,C75GRVRFW,"GRVC Roof Replacement, Exterior Facades, Windows, Court Yar",DSGN,"",2400000,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",DSGN,"",500000,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",IFDS,"",50000,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",CONS,"",4500000,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",IFSP,"",450000,0,06/17
C-75,072 202,072,C75GYM,"Modification of EMTC Sprung for Rec. Fac. for DOC Staff",CTGY,"",450000,0,06/17
C-75,072 202,072,C75HMDREL,"Relocate HMD to Bulova Building",CONS,"",233000,0,06/17
C-75,072 202,072,C75HMDREL,"Relocate HMD to Bulova Building",IFSP,"",30000,0,07/16
C-75,072 202,072,C75HOTWTR,"HOT WATER RIKERS ISLAND",CONS,"",790000,0,06/17
C-75,072 202,072,C75HOTWTR,"HOT WATER RIKERS ISLAND",CONS,"",1000000,0,06/19
C-75,072 202,072,C75HOTWTR,"HOT WATER RIKERS ISLAND",CONS,"",500000,0,06/21
C-75,072 202,072,C75IDTRAL,"INVESTIGATION TRAILER",CONS,"",767000,0,06/17
C-75,072 202,072,C75IDTRAL,"INVESTIGATION TRAILER",IFSP,"",77000,0,06/17
C-75,072 202,072,C75IDTRAL,"INVESTIGATION TRAILER",CTGY,"",77000,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",CONS,"",300000,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",IFSP,"",40000,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",CTGY,"",40000,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",DSGN,"",100000,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",IFDS,"",20000,0,06/17
C-75,072 202,072,C75KTRAIL,"K-9 TRAILERS",CTGY,"",20000,0,06/17
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",DSGN,"",972000,0,07/16
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",CONS,"",6000000,0,06/18
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",CTGY,"",360000,0,06/18
C-75,072 202,072,C75K9UNIT,"New K 9 Facility at Rikers Island",IFSP,"",360000,0,06/18
C-75,072 202,072,C75LAUNRF,"Central Laundry /Bakery Roof Replacement",CONS,"",2921000,0,06/17
C-75,072 202,072,C75LAUNRF,"Central Laundry /Bakery Roof Replacement",CTGY,"",292000,0,06/17
C-75,072 202,072,C75LAUNRF,"Central Laundry /Bakery Roof Replacement",IFSP,"",292000,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",CONS,"",500000,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",IFSP,"",50000,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",CTGY,"",5000,0,06/17
C-75,072 202,072,C75LTVCBC,"REHABILITATION LIGHTING PANELS AT VCBC",CTGY,"",45000,0,06/17
C-75,072 202,072,C75MCHILL,"Mobile Chiller",CONS,"",70000,0,06/17
C-75,072 202,072,C75MCHILL,"Mobile Chiller",IFSP,"",45000,0,07/16
C-75,072 202,072,C75MCOIL,"HVAC UNIT COIL REPLACEMENT AT MDC NORTH AND SOUTH TOWERS",CONS,"",4039000,0,06/17
C-75,072 202,072,C75MCOIL,"HVAC UNIT COIL REPLACEMENT AT MDC NORTH AND SOUTH TOWERS",IFSP,"",200000,0,07/16
C-75,072 202,072,C75MCOIL,"HVAC UNIT COIL REPLACEMENT AT MDC NORTH AND SOUTH TOWERS",IFSP,"",404000,0,07/16
C-75,072 202,072,C75MDCGYM,"MDC Gym and Connecting Corridor Roof",CONS,"",922000,0,07/16
C-75,072 202,072,C75MDCGYM,"MDC Gym and Connecting Corridor Roof",IFSP,"",92000,0,07/16
C-75,072 202,072,C75MDCHT,"MDC Hot Water Risers",IFSP,"",600000,0,07/16
C-75,072 202,072,C75MDCHT,"MDC Hot Water Risers",CONS,"",14231000,0,07/17
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",DSGN,"",560000,0,07/16
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",IFDS,"",56000,0,07/16
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",CONS,"",5037000,0,06/19
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",IFSP,"",504000,0,06/19
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",CTGY,"",504000,0,06/19
C-75,072 202,072,C75MDNHV,"MDC AHU,Duct Work,Heating,Ventilation & Cooling Equipment",CTGY,"",56000,0,07/16
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",DSGN,"",437000,0,07/17
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",IFDS,"",44000,0,07/17
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",CONS,"",3927000,0,06/20
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",IFSP,"",393000,0,06/20
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",CTGY,"",393000,0,06/20
C-75,072 202,072,C75MDSHV,"MDC AHU,Ductwork,Heating,Ventiliation & Cooling Equipment",CTGY,"",44000,0,07/17
C-75,072 202,072,C75MDWTR,"MDC WATER TOWER",CONS,"",22000,0,07/16
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",DSGN,"",553000,0,05/17
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",CONS,"",4972000,0,05/19
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",IFDS,"",55000,0,05/17
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",IFSP,"",497000,0,05/19
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",CTGY,"",55000,0,05/17
C-75,072 202,072,C75MNRFW,"MDC N.Roof Replacement,Exterior Facades, Windows, Court Yar",CTGY,"",497000,0,05/19
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",DSGN,"",194000,0,06/17
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",IFDS,"",35000,0,07/16
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",CONS,"",3150000,0,06/17
C-75,072 202,072,C75MPLAZA,"MDC Entrance Rehabilitation",IFSP,"",315000,0,06/17
