managingagency,projectid,description,citycost,noncitycost,totalcost
850,SE-842,Storm Sewer outlet in 225th St,49885000,0,49885000
841,HBX1103,CONCOURSE VLGE AVE/ M-N 2-24159-0,49739000,0,49739000
806,MXMT25,Mixed Income Program - Mix & Match FY25,49414000,0,49414000
806,MMI19,Mixed Middle Income M2 FY19,49179000,0,49179000
72,C112VOUTY,DOC: VEHICLE REPLACEMENT,49070000,0,49070000
846,P-6CWSSPE,REQUIREMENTS CONTRACTS- CITYWIDE,48966000,0,48966000
806,TPT26,THIRD PARTY TRANSFER PROGRAM FY26,48882000,0,48882000
841,HBK1213,"RECON UNION ST BRIDGE OVER GOWANUS CANAL, BROOKLYN 2-2",48746000,0,48746000
841,HBKA23143,Belt Shore Pkwy over Nostrand Ave 2231439,15327000,33141000,48468000
96,HR120ETPS,Enterprise Solutions (previously Reeng HW/SW/CON Phase,24773000,23613000,48386000
806,LIHTC27,Low Income Housing Tax Credit Year 15 Program - FY27,48205000,0,48205000
841,HWK700B,Reconstruction of Columbia Street-Phase 2,48185000,0,48185000
826,NR-111-L,RECONSTRUCTION OF PRIMARY TANKS AT NORTH RIVER WPCP,47954000,0,47954000
850,MIBBNC005,BMP 13 and 14 Storm and Sanitary Sewer construction,47740000,0,47740000
826,OB-135-L,HEADWORKS AT OAKWOOD BEACH WPCP,47730000,0,47730000
850,MIBBNC002,"Last Chance Pond BMP NC 11/12, storm & sanitary sewer constr",38028000,9631000,47659000
856,PW2931C,1 CENTRE STREET - FIRE SPRINKLERS,47465000,0,47465000
806,TPT25,Third Party Transfer Program (TPT) - FY25,47412000,0,47412000
806,MULTI27,HUD MULTIFAMILY PROGRAM - FY27,47398000,0,47398000
841,HBM1027,"HARLEM RV DRIVE VIADUCT: 127TH ST - 2ND AVE #2-23305-9/TN,",19677000,27669000,47346000
826,TI-167-L,RECONSTRUCTION OF SEAWALL/DOCK @ TALLMAN ISLAND WPCP,47325000,0,47325000
841,HBKA24310,"Beverly Road over BMT Subway, Brighton BIN 2243100",47202000,0,47202000
42,HU027-013,SCHOOL OF NURSING/HEALTH SCIENCE RELOCATION TO C3,47150000,0,47150000
850,CO296ELEC,125-01 QUEENS BLVD - ELECTRICAL UPGRADES,47044000,0,47044000
841,HBM191TUN,191st St Pedestrian Tunnel over Broadway & IRT #1 Subway,47000000,0,47000000
806,SENIOR21,HUD Section 202 Housing - Supplemental Funding,41836000,5000000,46836000
806,MXMT22,Mixed Income Program - Mix & Match FY22,46778000,0,46778000
806,LIHTC26,Low Income Housing Tax Credit Year 15 Program - FY26,46756000,0,46756000
806,TPT24,Third Party Transfer Program (TPT) - FY24,46482000,0,46482000
806,SENIOR18,HUD Section 202 Housing - Supplemental Funding,33381000,13000000,46381000
57,F212LANUP,Technology System Upgrades,46220000,0,46220000
806,MULTI26,HUD MULTIFAMILY PROGRAM - FY26,45973000,0,45973000
806,MXMT21,Mixed Income Program - Mix & Match FY21,45932000,0,45932000
826,CSO-FC-DF,CSO FLUSHING CREEK & TI-011 DISINFECTION,45800000,0,45800000
806,TPT23,Third Party Transfer Program (TPT) - FY23,45571000,0,45571000
841,TFMARKLMP,THERMOPLASTIC MARKINGS-TEN YEARS,45407000,0,45407000
826,JA-179-L,INSTALLATION OF EMERGENCY GENERATORS AT JAMAICA WPCP,45380000,0,45380000
806,LIHTC25,LIHTC Year 15 Preservation Program FY25,45350000,0,45350000
801,GK26W5-05,DSGN & CONS OF ROW GI IN 26W-005,45271000,0,45271000
841,FARRSLIP,Arrestors for all slips,45137000,0,45137000
841,HBK1205,"RECON OF 5TH AVE BRIDGE OVER LIRR AND SEA BEACH, BR 2-24",45100000,0,45100000
856,PW77137C,137 CENTRE ST. Renovation,45000000,0,45000000
801,CWFSBARGE,Citywide Ferry Service Barges,44889000,0,44889000
856,CO293SP,851 GRAND CONCOURSE - FIRE PROTECTION/SPRINKLERS,44850000,0,44850000
806,TPT22,Third Party Transfer Program (TPT) - FY22,44677000,0,44677000
806,MULTI25,HUD Multi-family Program FY25,44591000,0,44591000
826,SE-850,"STRM, SAN SWRS, FORCE MAIN AND WM IN LIVERPOOL ST",44567000,0,44567000
841,C5447,MISCELLANEOUS UPGRADES TO FERRYBOATS,20924000,23384000,44308000
806,GREEN17,HPD GREEN PROGRAMS - FY17,44258000,0,44258000
841,HWQMASPET,Maspeth Climate Control and Air Quality Improvements,44055000,0,44055000
841,FERRYRACK,CONSTRUCTION OF FERRY RACK,44028000,0,44028000
826,WI-284-L,RECONSTRUCTION OF PRIMARY TANKS AT WARDS ISLAND WPCP,44000000,0,44000000
806,LIHTC20,LIHTC Year 15 Preservation Program FY20,43977000,0,43977000
826,SE-857,"HLSS, Strm, San & Comb Swrs, & WM Fresh Creek Basin ,Ph 3B",43970000,0,43970000
850,QED-1035,"WM replacement 135st b/t liberty ave & rockaway blvd, qns",43888000,58000,43946000
826,WW-INSP,WORLDWIDE TECHNICAL INSPECTION SERVICES,43824000,0,43824000
806,TPT21,Third Party Transfer Program (TPT) - FY21,43801000,0,43801000
806,LIHTC23,LIHTC Year 15 Preservation Program FY23,43589000,0,43589000
826,SE-834,"Hi level strm, sanitary & comb swrs 135 ave, laurelton area",43571000,0,43571000
806,8ALC24,Article 8A Loan Program - FY24,43112000,0,43112000
826,26W-148-L,TRC - CONS OF DISINFECTION FACILITIES AT 26TH WARD WPCP,43000000,0,43000000
826,OB-133-L,SLUDGE THICKENING IMPROVEMENT @ OAKWOOD BEACH WPCP,42833000,0,42833000
806,HAM24CHBR,CASTLE HILL BATHROOMS,42800000,0,42800000
806,LIHTC22,LIHTC Year 15 Preservation Program FY22,42734000,0,42734000
826,PR-138-L,RECONSTRUCT MAIN SEWAGE PUMP CONTROLS @ PORT RICHMOND WWTP,42533000,0,42533000
856,PW77REHAB,VARIOUS PUBLIC BUILDINGS- REHABILITATION OF CITY-OWNED SPAC,42417000,0,42417000
826,TI-169-L,RECONSTRUCT OF THE POWER DISTRIBUTION AT TALLMAN ISLAND WP,42175000,0,42175000
38,LBEM05SWR,SYSTEMWIDE - Renovation/Rehab/Acquisition/Initial Outfittin,40173000,2000000,42173000
826,JOC-15-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",42160000,0,42160000
846,P-6WAKPRK,Walk to a Park Gap: Expanding Public Open Space,42137000,0,42137000
850,HWK639WA,RECON: TILLARY STREET PHASE 2,13629000,28461000,42090000
806,SHR1340W,SHRB - 340 WEST 85TH ST - THE BRANDON,42000000,0,42000000
806,LIHTC21,LIHTC Year 15 Preservation Program FY21,41896000,0,41896000
806,8ALC23,Article 8A Loan Program - FY23,41875000,0,41875000
806,SENIOR27,HUD Section 202 Housing - Supplemental Funding,36630000,5000000,41630000
801,BNYBLDG77,BNYDC - Building 77,41580000,0,41580000
841,HBKA23142,BSHP OVER BEDFORD AVE BIN 2231429,41569000,0,41569000
850,HWX710A,PELHAM PKWY-WEST & EAST AND NORTH & SOUTH BOUNDS (PHASE A),41433000,0,41433000
841,HBBA24138,Pelham Bay Park Equestrian over Amtrak- CSX BIN 2241380,41329000,0,41329000
850,HWHARPER,Reconstruction of Harper Street Asphalt Plant - Constructio,41262000,0,41262000
801,CWFSHOMEP,Citywide Ferry Service - Homeport at Brooklyn Navy Yard,41106000,0,41106000
826,HP-244-L,RECONST. DEWATERING BLDG. HVAC & ODOR CONTROL SYS @ HUNTS,41000000,0,41000000
801,INDUSFUND,Industrial Fund,41000000,0,41000000
850,PW357FIRE,253 BROADWAY- FIRE ALARM REPLACEMENT,40992000,0,40992000
806,ANCP27,Affordable Neighborhood Cooperative Program (ANCP),40803000,0,40803000
806,SENIOR22,HUD Section 202 Housing - Supplemental Funding,35774000,5000000,40774000
72,C75ENTRY,MODIFICATION OF FACILITY ENTRIES,40670000,0,40670000
806,8ALC22,Article 8A Loan Program - FY22,40662000,0,40662000
826,CS-NC-EKE,"ENGLISH KILLS AERATION, ENHANCED ZONE II",40647000,0,40647000
841,HBQA24815,WOODHAVEN BLVD/ QUEENS BLVD BIN# 2248159,40560000,0,40560000
806,SENIOR26,HUD Section 202 Housing - Supplemental Funding,35529000,5000000,40529000
850,TLCWOOD,TLC - NEW OFFICE FACILITY - 24-55 BQE WEST,40458000,0,40458000
806,SRLREHAB,Supportive Housing - Rehabilitation,40302000,0,40302000
126,PV525STUD,SMH - Studio Museum in Harlem New Building,40181000,0,40181000
806,MMI16,Mixed Middle Income Program - M2,40050000,0,40050000
841,HWHARPADM,Harper Street Administration Building Reconstruction,40000000,0,40000000
826,ROWGI-A,GI - CITYWIDE CONSTRUCTION OF ROW GREEN INFRASTRUCTURE,40000000,0,40000000
856,PT195-VAR,VARIOUS WATERFRONT PROPERTIES- RECONSTRUCTION,39941000,0,39941000
841,HWCW-SOGR,Citywide Streets - 30-Year State of Good Repair,35354000,4334000,39688000
806,ANCP26,Affordable Neighborhood Cooperative Program (ANCP),39576000,0,39576000
850,CO278FA3,360 ADAMS STREET - FIRE ALARM SYSTEM & SPRINKLER UPGRADE,39530000,0,39530000
111,PO185-64,MEDIUM TOW TRUCK - DOT (PED) (REPLACES 4-TON TOW TRUC,39529000,0,39529000
826,AWT2-CARB,CONSTRUCTION OF CARBON ADDITION FACILITY AT VARIOUS WWTPs,39502000,0,39502000
806,8ALC21,Article 8A Loan Program - FY21,39472000,0,39472000
806,SENIOR25,HUD Section 202 Housing - Supplemental Funding,34461000,5000000,39461000
42,LG040-016,"Center 3 Infrastr. Upgrade, Fitout",39414000,0,39414000
801,SBMTFRT,Freight - SBMT 33rd Street Pier,39400000,0,39400000
856,PW324OMIS,DCAS IT LUMP SUM,39361000,0,39361000
850,HWK1669,4th Ave Safety Improvements,26304000,12842000,39146000
841,HWMWTCB7,Reconstruction of Trinity Pl,7828000,31312000,39140000
801,CONEYWACQ,Coney Island West - Land Acquisition,39000000,0,39000000
841,BRX9579,BOSTON ROAD OVER HUTCHINSON RIVER BIN: 2229579,38950000,0,38950000
826,JOC-BWSO,BWSO Facilities Improvement Program,38850000,0,38850000
826,PJ-PLNT,"RECONSTRUCTION OF PORT JERVIS WPCP, DEL",38816000,0,38816000
826,BB-215-L,POWER DISTRIBUTION AT BOWERY BAY WPCP,38720000,0,38720000
826,CONISPH04,"SAN & STRM SWR, WM1, IN CONEY ISL AREA, PH 4",38690000,0,38690000
826,SE-842C,"STRM SWR ON SO CONDUIT AV,. BTW 224 ST & SPRINGFIELD BLVD",38600000,0,38600000
841,HWQ788,LIC/Hunters Point Area-wide Reconstruction,36578000,1920000,38498000
806,ANCP25,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,38386000,0,38386000
841,HBX644S,MADISON AVE BR - REHAB OF ELECTRICAL AND MECHANICAL SYSTEM,16876000,21360000,38236000
841,HWTRK1,Trench Restoration - Brooklyn,38175000,0,38175000
111,PO185-1B,12 PASSENGER VANS,38116000,0,38116000
806,HAM14VAUP,Major Renovations-Brickwork and Roofs at Sotomayer House,37971000,0,37971000
856,PW29380FC,80 CENTRE ST.- FIRE ALARMS/SPRINKLERS,37710000,0,37710000
806,ANCP24,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,37633000,0,37633000
850,S136-423,Queens 11/13 FLOOR SLAB REPLACEMENT,37575000,0,37575000
801,SNSTFRGH2,Sunset Park Areawide Infrastructure Improvements,37500000,0,37500000
850,HWD10105A,Ped Safety Upgrades on Atlantic Ave - Phase 2,37375000,0,37375000
826,OEA-EAA3,ENGINEERING AND ACCOUNTING AUDITOR CONSULTANT SVCS OEA-EAA,37000000,0,37000000
806,ANCP23,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,36895000,0,36895000
801,PV467-IRE,IAC - Irish Arts Ctr. Construction of New Cultural Center,36850000,0,36850000
801,QWESTC,Hunters Point South Phase II,36839000,0,36839000
56,PO79BATH,CITYWIDE BATHROOM RENOVATION,36771000,0,36771000
826,SE-836,South-East Queens Laurelton Area Part 1 Phase III,36621000,0,36621000
806,ANCP19,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,36554000,0,36554000
826,BB-216-L,RECONSTRUCTION OF PRIMARY TANKS AT BOWERY BAY WPCP,36500000,0,36500000
856,TYP-INT,VARIOUS PUBLIC BUILDINGS - INTERIOR REHAB,36468000,0,36468000
850,MED-616,"Trunk & dist WM replacement 124st b/t 7 & 2 ave, manh.",36370000,0,36370000
850,HWKKP005,DUMBO D.M.A. - VINEGAR HILL AREA,31039000,5200000,36239000
806,ANCP22,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,36172000,0,36172000
850,HWR919,BLOOMINGDALE ROAD: AMBOY ROAD TO ARTHUR KILL ROAD,36086000,0,36086000
826,CT3CORR,Repairs & Remediate Corrosion Issues - CT 3,36019000,0,36019000
826,PS-TOC,TASK ORDER CONTRACT FOR DES AND CM OF CITYWIDE PUMP STATIO,36000000,0,36000000
846,P-415WRD2,FMCP - World's Fair Marina Pier 1 & 3 R/C,35962000,0,35962000
841,HWMWTC A9,WORLD TRADE CENTER AREA 9.,1072000,34695000,35767000
856,PW293125D,125 WORTH STREET - FIRE ALARM -SPRINKLERS,35656000,0,35656000
850,SEQNS001,Sewer When & Where contract in SE Queens,35628000,0,35628000
826,SE-842B,Storm & Sanitary & W/M work in 224th Street,35618000,0,35618000
806,TPT20,Third Party Transfer Program (TPT) - FY20,35613000,0,35613000
806,ANCP21,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,35462000,0,35462000
850,P-1STARLP,"BRONX RIVER GREENWAY: STARLIGHT PARK PHASE II, STAGE 2,",5361000,30074000,35435000
826,26W-154-L,RECONS ODOR CONTROL & HVAC SYS IN DEWATERING BLDG. 26TH WARD,35350000,0,35350000
826,OH-91-L,RECONSTRUCTION OF SEA WALL AND DOCK @ OWLS HEAD WWTP,35300000,0,35300000
57,F212911ER,911 SYSTEM UPGRADE - PSAC 1 Call Box ERS/BARS,35000000,0,35000000
850,HWD10105,Ped Safety Upgrades on Atlantic Ave,27825000,7088000,34913000
826,OB-134-L,POWER DISTRIBUTION AT OAKWOOD BEACH WPCP,34850000,0,34850000
42,BX200-017,Campus-Wide Utility Upgrades,34817000,0,34817000
806,TPT18,HOUSING PRESERVATION PROGRAM (TPT),34794000,0,34794000
806,LIHTC24,LIHTC Year 15 Preservation Program FY24,34461000,0,34461000
111,CITY7PSC1,DoITT PSAC1 Network Refresh,34303000,0,34303000
826,HUDSONYDS,Reconstruction of Water and Sewers @ Hudson Yards,34290000,0,34290000
846,P-4ANCH01,Anchor Park Site - Astoria Park,34230000,0,34230000
850,HWK1148,JEWEL STREET AREA,34002000,0,34002000
806,TPT19,Third Party Transfer Program (TPT) - FY19,33977000,0,33977000
826,PS-280,DESIGN & CONST. MGNT.SVCS FOR THE UPGRADE OF MASON AVE P.S.,33921000,0,33921000
841,HBX1215,E. 175TH ST/METRO NORTH RR HAR 2-24174-0 TD PKG 1,33867000,0,33867000
111,PO187-SEC,Enhanced Video Security at NYPD Facilities,33784000,0,33784000
850,SE-813,WATER MAIN WORK IN JEWEL STREETS AREA,33683000,0,33683000
850,BED798,72 Replacement in Flatbush Avenue between Sterling Pl &,33678000,0,33678000
806,8ALC18,ARTICLE 8A LOAN PROGRAM,33500000,0,33500000
826,SE-859,"Combined Sewer Replmnt & WM work 70 st & calamus ave, Qns",33254000,0,33254000
806,MULTI20,HUD Multi-family Program FY20,33240000,0,33240000
841,HW200IFA2,In-House Pedestrian Ramp Rehabilitation - OTPS,33223000,0,33223000
841,HBKA23036,UNION ST OVER 278I BQE BIN 2230360,33201000,0,33201000
826,GI-EDC,GI -EDC PROJECTS & FINANCING PROGRAMS - GREEN INFRASTRUCTUR,33136000,0,33136000
801,125STCOR2,Uptown NY--125th Street Corridor,33113000,0,33113000
850,CONISPH3A,"Storm and Sanitary Sewer, Trunk and Distribution Water Main",33112000,0,33112000
856,PW325ELC3,210 JORALEMON ST. ELECTRICAL UPGRADE AND EMERGENCY GENERATO,33090000,0,33090000
850,HWEARC04,ENVIRONMENTAL ASSESSMENT REQUIREMENT CONTRACT,33000000,0,33000000
806,MULTI23,HUD Multi-family Program FY23,32859000,0,32859000
841,HBMA24501,WEST 35TH ST/ AMTRAK 30ST BRANCH BIN# 224501E,32858000,0,32858000
846,P-1ANCR01,Anchor Parks - St. Mary's Reconstruction,32750000,0,32750000
841,BRCR076,RECON WILLIS AVE HARLEM RV 2-24005-9,11479000,21234000,32713000
850,SEQNS002,SEWER WHEN & WHERE CONTRACT IN S.E. QNS,32608000,0,32608000
850,MIBBNC003,"Strm & Sani Swr const & WM replac in Mason Ave, SI",32514000,0,32514000
998,CAPSLS250,ADDL MTA CAPITAL FUNDS PURSUANT TO 3/22/12 AND SUBSQNT MOUS,32478000,0,32478000
806,8ALC20,Article 8A Loan Program - FY20,32425000,0,32425000
850,PO79BMAHK,MISD UPS AT 1PP,32401000,0,32401000
806,8ALC17,HOUSING REHABILITATION (HRP) / (formerly 8A) LOAN PROGRAM,32292000,0,32292000
826,QED-1027,Replacement of Dist WM in 222nd St,32261000,0,32261000
850,MED-607,TRUNK MAIN CONN TO SHAFT 32B IN 2ND AVE. INTER. OF E. 35,32203000,0,32203000
806,ELLA18,Extremely Low & Low Income Affordability Program - ELLA FY1,32143000,0,32143000
806,MULTI22,HUD Multi-family Program FY22,32019000,0,32019000
846,P-5PKLAND,S.I. -SI Levee and impacted parkland,32000000,0,32000000
806,MPLP17,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,31902000,0,31902000
806,ANCP18,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,31831000,0,31831000
826,TI-168-L,HEADWORKS IMPROVEMENTS AT THE TALLMAN ISLAND WPCP,31800000,0,31800000
841,HWQ1196,Cloudburst Project - St Albans,31758000,0,31758000
68,CCREN,Renovation for city leased child care sites.,31724000,0,31724000
846,P-3ANCH01,Highbridge Anchor Park Improvment- Manhattan,31680000,0,31680000
801,SANDY4-03,Sandy - Rockaway Beach: Long-Term RC,-11542000,43121000,31579000
850,QED-1022,Replcmnt of Water Mains in former Jamaica Water Supply are,31530000,0,31530000
826,MIBBNC04A,BMP NC 6 and 15 storm & sanitary sewer installation,31529000,0,31529000
806,8ALC19,Article 8A Loan Program - FY19,31500000,0,31500000
841,HWK1048C,KENT AVE,23803000,7680000,31483000
846,P-2ANCH01,ANCHOR PARK- Betsy Head (B008-),31388000,0,31388000
850,SEQ200586,Broad Channel: Storm and san sewers in W 11th Rd.,31250000,0,31250000
801,SANDG4DOC,FEMA 428 G4- DOCKBUILDERS,250000,31000000,31250000
806,MPLP18,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,31200000,0,31200000
806,MULTI21,HUD Multi-family Program FY21,31195000,0,31195000
846,P-5ANCH01,Anchor Park Site - South Pk Fresh kills,31092000,0,31092000
841,HBCR02B,COMPONENT REHABILITATION 02B CONSTRUCTION,31030000,0,31030000
826,SE-885,NEW STORM SEWER OUTLET AT BERGEN BASIN,31000000,0,31000000
841,HBBA24181,East 188th St over MNRR Har BIN 2241810,30967000,0,30967000
841,HBQA26614,HEMPSTEAD AVE OVER BCIP RAMP NB BIN 2266149,30911000,0,30911000
856,CO-LL5,VARIOUS PUBLIC BUILDINGS - COURTS FIRE/LIFE SAFETY,30852000,0,30852000
850,TLCWOODA,TLC - NEW OFFICE FACILITY - 24-55 BQE WEST,30800000,0,30800000
826,WI-EXP,INTERIM FAC & UPGRADING AT WARDS ISLAND WPCP,30798000,0,30798000
850,SER200245,"NEW STRM SWR & WM REPLACEMT IN ACACIA AV, ETC.",30720000,6000,30726000
850,SEC20004T,Citywide emergency sewer reconstruction,30653000,0,30653000
826,WFF-IGAS,WFF-INTER-GOV'T AGREEMENT,30363000,0,30363000
826,MIBBNC04B,Storm and sanitary sewer installation,30221000,0,30221000
841,HBK4470,SEELY STREET OVER PROSPECT AVENUE BIN: 2244470,30112000,0,30112000
846,P-5FRESH9,Fresh Kills - construction of North Park R017-115M,28763000,1250000,30013000
57,F21291116,911 SYSTEM UPGRADE - FDNY Radio - Channel 16 End of Life,30000000,0,30000000
806,SENIOR23,HUD Section 202 Housing - Supplemental Funding,25000000,5000000,30000000
801,HUNTSPROD,Hunts Point Produce Market,30000000,0,30000000
850,HWQ274F1,RECONSTRUCTION OF STREETS IN THE ROSEDALE AREA - PHASE II,30000000,0,30000000
826,WWMGT-13,FAD 13-17 Community Wastewater Mgmt.,30000000,0,30000000
806,SENIOR24,HUD Section 202 Housing - Supplemental Funding,25000000,5000000,30000000
850,HWK876,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",14194000,15558000,29752000
841,HWQ1195,Colfax and Murdock Street Raising,29735000,0,29735000
57,F109-TL,TOWER LADDERS,29730000,0,29730000
856,SOLARGR4,NYPA - SOLAR PARKING,29700000,0,29700000
826,SF-BNR-RK,STEP FEED BNR AT ROCKAWAY,29600000,0,29600000
850,SANDHW14,Reconstruction of South Beach - Hurricane Sandy,14901000,14689000,29590000
850,SER200202,New Stm. Swr. Ext. in Eagan Ave. S.I.,29516000,0,29516000
850,MED-630,"WM replacement at 170 st, amsterdam ave & b'way, MANHATTAN",16604000,12872000,29476000
806,HAM11IHWH,INSTANTANEOUS HOT WATER HEATERS,29471000,0,29471000
841,TFCPARKLG,Central Park Light Infrastructure,28279000,1136000,29415000
846,P-6CW950,COMPUTER EQUIPMENT - CITYWIDE,29405000,0,29405000
850,HED-564,NEW 20 SUB-AQUEOUS WATER MAIN TO CITY ISLAND,29358000,16000,29374000
806,LIHTC19,LIHTC Year 15 Preservation Program FY19,29236000,0,29236000
856,CO264CADA,CITYWIDE COURTS ADA LUMP SUM,29208000,0,29208000
841,HBQA23081,ASTORIA BLVD EB/ 278I( BQE WEST LEG) BIN# 2230810,29201000,0,29201000
841,HBMA4501B,33rd Street West of 11th Avenue (Hudson Yards),29168000,0,29168000
806,MULTI24,HUD Multi-family Program FY24,29059000,0,29059000
801,WILLETRMP,Willets Point Ramps,29000000,0,29000000
826,MS4-STORM,MS4 CITYWIDE STORMWATER MANAGEMENT PROGRAM,29000000,0,29000000
826,DEL-194,Merriman Dam Spillway,29000000,0,29000000
850,HWQ1182B,Broad Channel Bulkheads - Phase II,28949000,0,28949000
806,MULTI19,HUD Multi-family Program FY19,28746000,0,28746000
841,HBX2370,REHAB GRAND CONCOURSE BIN 2242370,28677000,0,28677000
841,HWMWTCB2,Reconstruction of Greenwich,5734000,22936000,28670000
850,HWX710A,PELHAM PKWY-WEST & EAST AND NORTH & SOUTH BOUNDS (PHAS,28515000,0,28515000
806,GREEN18,HPD GREEN PROGRAMS - FY18,28500000,0,28500000
826,CAT-210,CAT/DEL UV LIGHT TREATMENT FACILITIES,28485000,0,28485000
856,CO304HEA5,60 CENTRE ST.- HEATING DISTRIBUTION SYSTEM,28362000,0,28362000
850,SE-803,SAN & STRM SEWER IN RAMBLE ROAD B/T ADRIENNE PL & DENT ROAD,28300000,0,28300000
826,JOC-14-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",28200000,0,28200000
826,NYR-GI,NEW YORK RISING - GREEN INFRASTRUCTURE,28128000,0,28128000
826,DSMNH,Deep Sewer Manholes,28000000,0,28000000
827,S136-435,2495 Second Ave - Manhattan 11 Rehab & Building Addition,27986000,0,27986000
850,MED-594,WM RPLMT IN E 46 ST & E 47 ST B/T MADISON AV & LEXINGTON A,27946000,0,27946000
850,HWXP136B,Grand Concourse Phase 3,11638000,16237000,27875000
42,HU026-013,Science and Health Professions Building,27750000,0,27750000
841,HBX1164,CITY ISLAND / EASTCHESTER BAY 2-24021-0,9755000,17850000,27605000
850,HWEARC05,ENVIRONMENTAL ASSESSMENT REQUIREMENT CONTRACT,27500000,0,27500000
850,PW348-82,FUEL TANK REPLACEMENT,27500000,0,27500000
850,PW348-84,FUEL TANK REPLACEMENT,27500000,0,27500000
850,PW348-81,FUEL TANK REPLACEMENT,27500000,0,27500000
856,SANDTWOBR,CITYWIDE RESILENCY MEASURES-Lower Manhattan Two Bridges SIR,27500000,0,27500000
850,PW348-83,FUEL TANK REPLACEMENT,27400000,0,27400000
826,CRO-M&A,MITIGATION AND AMENITIES FOR WTP,27386000,0,27386000
806,PLP17,PARTICIPATION LOAN PROGRAM FY17,27149000,0,27149000
